GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0043933	P	macromolecular complex subunit organization	6	199	190	24075	0.0057	0.048	// LOC_Os04g18090 // LOC_Os06g04030 // LOC_Os08g06630 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os12g25120 
GO:0008152	P	metabolic process	135	199	14398	24075	0.012	0.1	// LOC_Os06g43090 // LOC_Os03g17310 // LOC_Os11g13860 // LOC_Os02g52780 // LOC_Os05g41640 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os04g58200 // LOC_Os03g09170 // LOC_Os01g43100 // LOC_Os08g44680 // LOC_Os01g48446 // LOC_Os02g47020 // LOC_Os08g10020 // LOC_Os06g21590 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g37240 // LOC_Os02g39700 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os04g24140 // LOC_Os07g08460 // LOC_Os02g57160 // LOC_Os07g01030 // LOC_Os03g20730 // LOC_Os05g41645 // LOC_Os12g23200 // LOC_Os05g38140 // LOC_Os09g33500 // LOC_Os06g12370 // LOC_Os09g36220 // LOC_Os06g08670 // LOC_Os03g17700 // LOC_Os10g10180 // LOC_Os04g37920 // LOC_Os02g33580 // LOC_Os03g22790 // LOC_Os03g56670 // LOC_Os01g31690 // LOC_Os07g38960 // LOC_Os02g40510 // LOC_Os02g42570 // LOC_Os03g49620 // LOC_Os01g57560 // LOC_Os07g37550 // LOC_Os01g51410 // LOC_Os05g22614 // LOC_Os10g35370 // LOC_Os03g04140 // LOC_Os04g32950 // LOC_Os03g17570 // LOC_Os01g52240 // LOC_Os06g13870 // LOC_Os08g06630 // LOC_Os02g57270 // LOC_Os02g51080 // LOC_Os02g50970 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os12g08770 // LOC_Os01g17170 // LOC_Os04g38410 // LOC_Os03g22370 // LOC_Os04g36859 // LOC_Os04g51300 // LOC_Os07g25430 // LOC_Os02g51910 // LOC_Os03g21900 // LOC_Os11g25860 // LOC_Os04g33460 // LOC_Os05g44100 // LOC_Os03g39610 // LOC_Os02g06930 // LOC_Os03g61670 // LOC_Os05g50700 // LOC_Os08g02630 // LOC_Os07g14270 // LOC_Os07g49460 // LOC_Os03g04169 // LOC_Os09g17740 // LOC_Os03g03720 // LOC_Os07g47640 // LOC_Os03g25400 // LOC_Os01g54600 // LOC_Os04g30420 // LOC_Os01g39960 // LOC_Os04g41160 // LOC_Os09g30340 // LOC_Os07g04840 // LOC_Os07g41370 // LOC_Os02g35630 // LOC_Os12g37960 // LOC_Os04g41960 // LOC_Os04g36720 // LOC_Os11g45710 // LOC_Os02g53860 // LOC_Os10g41780 // LOC_Os03g52460 // LOC_Os09g36300 // LOC_Os11g43510 // LOC_Os03g06410 // LOC_Os01g67054 // LOC_Os11g13890 // LOC_Os08g37800 // LOC_Os03g17520 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os01g41710 // LOC_Os02g10390 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os02g51670 // LOC_Os02g48560 // LOC_Os03g20700 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os03g56160 // LOC_Os05g35170 // LOC_Os07g05480 // LOC_Os03g36540 // LOC_Os11g13850 // LOC_Os05g48820 // LOC_Os08g33820 // LOC_Os05g47540 // LOC_Os10g35840 // LOC_Os05g47545 // LOC_Os05g48630 // LOC_Os01g48690 // LOC_Os07g36080 // LOC_Os05g06440 // LOC_Os08g01270 // LOC_Os03g29970 
GO:0044085	P	cellular component biogenesis	6	199	239	24075	0.016	0.13	// LOC_Os04g18090 // LOC_Os06g04030 // LOC_Os08g06630 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os12g25120 
GO:0009987	P	cellular process	121	199	12839	24075	0.021	0.16	// LOC_Os06g43090 // LOC_Os03g17310 // LOC_Os01g43100 // LOC_Os11g13860 // LOC_Os02g52780 // LOC_Os11g09280 // LOC_Os05g41640 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g09170 // LOC_Os01g48680 // LOC_Os06g04030 // LOC_Os08g44680 // LOC_Os01g48446 // LOC_Os08g02630 // LOC_Os08g10020 // LOC_Os06g21590 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g37240 // LOC_Os02g39700 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os04g24140 // LOC_Os07g08460 // LOC_Os03g20730 // LOC_Os12g23200 // LOC_Os05g38140 // LOC_Os09g36220 // LOC_Os03g17700 // LOC_Os04g37920 // LOC_Os12g25120 // LOC_Os03g56160 // LOC_Os03g56670 // LOC_Os01g31690 // LOC_Os07g38960 // LOC_Os02g40510 // LOC_Os02g42570 // LOC_Os01g57560 // LOC_Os07g37550 // LOC_Os01g51410 // LOC_Os11g13890 // LOC_Os03g04140 // LOC_Os04g32950 // LOC_Os03g17570 // LOC_Os01g52240 // LOC_Os06g13870 // LOC_Os01g60230 // LOC_Os08g06630 // LOC_Os02g57270 // LOC_Os02g51080 // LOC_Os02g50970 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os01g17170 // LOC_Os07g30300 // LOC_Os04g38410 // LOC_Os03g22370 // LOC_Os04g36859 // LOC_Os02g57160 // LOC_Os07g25430 // LOC_Os03g21900 // LOC_Os11g25860 // LOC_Os05g44100 // LOC_Os03g39610 // LOC_Os09g31130 // LOC_Os02g06930 // LOC_Os03g61670 // LOC_Os05g50700 // LOC_Os03g45370 // LOC_Os07g14270 // LOC_Os07g49460 // LOC_Os03g04169 // LOC_Os09g17740 // LOC_Os03g03720 // LOC_Os07g47640 // LOC_Os03g25400 // LOC_Os01g54600 // LOC_Os01g39960 // LOC_Os04g41160 // LOC_Os09g30340 // LOC_Os07g04840 // LOC_Os07g41370 // LOC_Os02g35630 // LOC_Os12g37960 // LOC_Os03g49620 // LOC_Os12g08770 // LOC_Os03g52460 // LOC_Os03g06410 // LOC_Os01g22600 // LOC_Os01g67054 // LOC_Os08g37800 // LOC_Os03g17520 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os01g41710 // LOC_Os02g10390 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os02g51670 // LOC_Os03g20700 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os04g18090 // LOC_Os05g35170 // LOC_Os07g05480 // LOC_Os02g03280 // LOC_Os03g36540 // LOC_Os05g48820 // LOC_Os08g33820 // LOC_Os10g35840 // LOC_Os05g48630 // LOC_Os02g51850 // LOC_Os01g48690 // LOC_Os07g36080 // LOC_Os05g06440 // LOC_Os08g01270 // LOC_Os03g29970 // LOC_Os02g50570 
GO:0016310	P	phosphorylation	16	199	1695	24075	0.33	1	// LOC_Os02g50970 // LOC_Os03g52660 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0044249	P	cellular biosynthetic process	49	199	5890	24075	0.51	1	// LOC_Os06g43090 // LOC_Os01g17170 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g17310 // LOC_Os03g52460 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21900 // LOC_Os03g17520 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os03g09170 // LOC_Os07g49460 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os05g44100 // LOC_Os01g48690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os03g20700 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os03g04140 // LOC_Os03g04169 // LOC_Os03g17570 // LOC_Os03g36540 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os01g39960 // LOC_Os10g35840 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os02g51080 // LOC_Os07g41370 // LOC_Os12g37960 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0006807	P	nitrogen compound metabolic process	48	199	7073	24075	0.96	1	// LOC_Os06g43090 // LOC_Os01g17170 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g17310 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21900 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os03g09170 // LOC_Os07g49460 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os03g20700 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g51410 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os03g04140 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os03g04169 // LOC_Os03g36540 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os10g35840 // LOC_Os02g57270 // LOC_Os04g24140 // LOC_Os07g08460 // LOC_Os02g51080 // LOC_Os07g41370 // LOC_Os04g37920 // LOC_Os12g37960 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0044281	P	small molecule metabolic process	10	199	1034	24075	0.35	1	// LOC_Os01g51410 // LOC_Os03g04140 // LOC_Os03g17310 // LOC_Os03g52660 // LOC_Os03g04169 // LOC_Os03g52460 // LOC_Os03g03720 // LOC_Os12g37960 // LOC_Os05g41640 // LOC_Os04g24140 
GO:0034645	P	cellular macromolecule biosynthetic process	34	199	5248	24075	0.96	1	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g52460 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0044267	P	cellular protein metabolic process	26	199	2877	24075	0.35	1	// LOC_Os03g17700 // LOC_Os03g25400 // LOC_Os04g36859 // LOC_Os01g67054 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os03g56160 // LOC_Os02g06930 // LOC_Os03g61670 // LOC_Os08g01270 // LOC_Os01g57560 // LOC_Os02g50970 // LOC_Os07g14270 // LOC_Os04g32950 // LOC_Os11g13860 // LOC_Os06g13870 // LOC_Os03g06410 // LOC_Os04g41160 // LOC_Os01g43100 // LOC_Os01g48690 // LOC_Os02g57160 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os04g56110 // LOC_Os05g06440 // LOC_Os03g49620 
GO:0044260	P	cellular macromolecule metabolic process	63	199	9350	24075	0.98	1	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g52460 // LOC_Os11g13860 // LOC_Os02g52780 // LOC_Os04g36859 // LOC_Os05g41640 // LOC_Os01g09120 // LOC_Os09g36220 // LOC_Os04g57720 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os03g21710 // LOC_Os07g14270 // LOC_Os03g09170 // LOC_Os02g06930 // LOC_Os09g28310 // LOC_Os01g43100 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os03g61670 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os08g01270 // LOC_Os01g57560 // LOC_Os03g56160 // LOC_Os02g50970 // LOC_Os01g67054 // LOC_Os01g66890 // LOC_Os03g25400 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os04g32950 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os02g57160 // LOC_Os06g13870 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os03g06410 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os05g06440 // LOC_Os04g41160 // LOC_Os02g57270 // LOC_Os04g24140 // LOC_Os03g17700 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os04g37920 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g49620 // LOC_Os03g29970 
GO:0016043	P	cellular component organization	7	199	1240	24075	0.89	1	// LOC_Os02g50570 // LOC_Os04g18090 // LOC_Os06g04030 // LOC_Os08g06630 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os12g25120 
GO:0006811	P	ion transport	5	199	408	24075	0.25	1	// LOC_Os03g52660 // LOC_Os01g45750 // LOC_Os01g48680 // LOC_Os09g31130 // LOC_Os03g17310 
GO:0006468	P	protein amino acid phosphorylation	15	199	1570	24075	0.32	1	// LOC_Os02g50970 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0006629	P	lipid metabolic process	5	199	528	24075	0.44	1	// LOC_Os03g17520 // LOC_Os02g48560 // LOC_Os01g39960 // LOC_Os05g47545 // LOC_Os11g43510 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	37	199	6695	24075	1	1	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g17310 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os04g24140 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os04g37920 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0043687	P	post-translational protein modification	17	199	1815	24075	0.33	1	// LOC_Os01g43100 // LOC_Os02g50970 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os06g13870 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0006810	P	transport	9	199	1638	24075	0.93	1	// LOC_Os01g48680 // LOC_Os06g39140 // LOC_Os03g52660 // LOC_Os03g17310 // LOC_Os01g22600 // LOC_Os01g60230 // LOC_Os01g45750 // LOC_Os09g31130 // LOC_Os03g45370 
GO:0006464	P	protein modification process	17	199	1929	24075	0.43	1	// LOC_Os01g43100 // LOC_Os02g50970 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os06g13870 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0043412	P	macromolecule modification	17	199	1979	24075	0.47	1	// LOC_Os01g43100 // LOC_Os02g50970 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os06g13870 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0051179	P	localization	9	199	1651	24075	0.93	1	// LOC_Os01g48680 // LOC_Os06g39140 // LOC_Os03g52660 // LOC_Os03g17310 // LOC_Os01g22600 // LOC_Os01g60230 // LOC_Os01g45750 // LOC_Os09g31130 // LOC_Os03g45370 
GO:0044262	P	cellular carbohydrate metabolic process	5	199	385	24075	0.22	1	// LOC_Os05g41640 // LOC_Os03g52460 // LOC_Os03g03720 // LOC_Os05g44100 // LOC_Os04g24140 
GO:0051234	P	establishment of localization	9	199	1638	24075	0.93	1	// LOC_Os01g48680 // LOC_Os06g39140 // LOC_Os03g52660 // LOC_Os03g17310 // LOC_Os01g22600 // LOC_Os01g60230 // LOC_Os01g45750 // LOC_Os09g31130 // LOC_Os03g45370 
GO:0009059	P	macromolecule biosynthetic process	34	199	5252	24075	0.96	1	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g52460 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0055114	P	oxidation reduction	15	199	1351	24075	0.15	1	// LOC_Os01g51410 // LOC_Os01g17170 // LOC_Os10g41780 // LOC_Os02g51080 // LOC_Os10g35370 // LOC_Os02g48560 // LOC_Os03g03720 // LOC_Os06g08670 // LOC_Os04g51300 // LOC_Os11g13850 // LOC_Os04g41960 // LOC_Os04g36720 // LOC_Os04g30420 // LOC_Os04g58200 // LOC_Os10g35840 
GO:0044238	P	primary metabolic process	83	199	11969	24075	0.99	1	// LOC_Os06g43090 // LOC_Os02g53860 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g06410 // LOC_Os03g17310 // LOC_Os03g52460 // LOC_Os09g36300 // LOC_Os11g13860 // LOC_Os11g43510 // LOC_Os02g52780 // LOC_Os04g36859 // LOC_Os05g41640 // LOC_Os02g57160 // LOC_Os09g36220 // LOC_Os04g57720 // LOC_Os08g37800 // LOC_Os08g14450 // LOC_Os07g14270 // LOC_Os11g25860 // LOC_Os03g21710 // LOC_Os03g22790 // LOC_Os03g09170 // LOC_Os02g06930 // LOC_Os07g49460 // LOC_Os09g28310 // LOC_Os04g33460 // LOC_Os05g47545 // LOC_Os06g12370 // LOC_Os05g44100 // LOC_Os01g43100 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os02g48560 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os02g47020 // LOC_Os03g17520 // LOC_Os05g50700 // LOC_Os08g01270 // LOC_Os01g57560 // LOC_Os03g56160 // LOC_Os03g25400 // LOC_Os01g67054 // LOC_Os02g50970 // LOC_Os01g51410 // LOC_Os01g66890 // LOC_Os03g03720 // LOC_Os07g48200 // LOC_Os03g04140 // LOC_Os04g32950 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os03g04169 // LOC_Os06g13870 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os03g61670 // LOC_Os01g67480 // LOC_Os05g06440 // LOC_Os02g32590 // LOC_Os01g39960 // LOC_Os04g41160 // LOC_Os02g57270 // LOC_Os04g24140 // LOC_Os03g17700 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os01g09120 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os12g37960 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os03g52660 // LOC_Os02g35180 // LOC_Os03g49620 // LOC_Os04g37920 // LOC_Os11g45710 // LOC_Os03g29970 
GO:0005975	P	carbohydrate metabolic process	9	199	833	24075	0.26	1	// LOC_Os04g33460 // LOC_Os03g52460 // LOC_Os03g03720 // LOC_Os05g44100 // LOC_Os05g41640 // LOC_Os02g47020 // LOC_Os11g45710 // LOC_Os04g24140 // LOC_Os03g22790 
GO:0055085	P	transmembrane transport	6	199	701	24075	0.52	1	// LOC_Os01g48680 // LOC_Os03g52660 // LOC_Os01g22600 // LOC_Os01g60230 // LOC_Os09g31130 // LOC_Os03g45370 
GO:0019538	P	protein metabolic process	29	199	4333	24075	0.91	1	// LOC_Os02g53860 // LOC_Os06g12370 // LOC_Os09g36300 // LOC_Os03g17700 // LOC_Os03g06410 // LOC_Os04g36859 // LOC_Os01g67054 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os03g56160 // LOC_Os02g06930 // LOC_Os03g61670 // LOC_Os08g01270 // LOC_Os01g57560 // LOC_Os02g50970 // LOC_Os07g14270 // LOC_Os04g32950 // LOC_Os11g13860 // LOC_Os06g13870 // LOC_Os03g25400 // LOC_Os04g41160 // LOC_Os01g43100 // LOC_Os01g48690 // LOC_Os02g57160 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os04g56110 // LOC_Os05g06440 // LOC_Os03g49620 
GO:0050896	P	response to stimulus	5	199	1026	24075	0.93	1	// LOC_Os04g37920 // LOC_Os12g02530 // LOC_Os04g51300 // LOC_Os06g08670 // LOC_Os11g02610 
GO:0009058	P	biosynthetic process	53	199	6085	24075	0.36	1	// LOC_Os06g43090 // LOC_Os01g17170 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os03g17310 // LOC_Os03g52460 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21900 // LOC_Os03g17520 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os02g33580 // LOC_Os03g09170 // LOC_Os07g49460 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os05g44100 // LOC_Os01g48690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os03g20700 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os03g04140 // LOC_Os03g04169 // LOC_Os03g17570 // LOC_Os03g36540 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os01g39960 // LOC_Os10g35840 // LOC_Os05g47545 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os02g51080 // LOC_Os07g41370 // LOC_Os07g01030 // LOC_Os12g37960 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 // LOC_Os05g41645 
GO:0043170	P	macromolecule metabolic process	67	199	10433	24075	1	1	// LOC_Os06g43090 // LOC_Os02g53860 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os06g12370 // LOC_Os03g52460 // LOC_Os09g36300 // LOC_Os11g13860 // LOC_Os02g52780 // LOC_Os04g36859 // LOC_Os05g41640 // LOC_Os01g09120 // LOC_Os09g36220 // LOC_Os04g57720 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os03g21710 // LOC_Os03g22790 // LOC_Os03g09170 // LOC_Os02g06930 // LOC_Os07g49460 // LOC_Os09g28310 // LOC_Os01g43100 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os03g61670 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os08g01270 // LOC_Os01g57560 // LOC_Os03g56160 // LOC_Os02g50970 // LOC_Os01g67054 // LOC_Os01g66890 // LOC_Os03g25400 // LOC_Os07g48200 // LOC_Os07g14270 // LOC_Os04g32950 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os02g57160 // LOC_Os06g13870 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os03g06410 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os05g06440 // LOC_Os04g41160 // LOC_Os02g57270 // LOC_Os04g24140 // LOC_Os03g17700 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os04g37920 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g49620 // LOC_Os03g29970 
GO:0006796	P	phosphate metabolic process	17	199	1795	24075	0.32	1	// LOC_Os01g43100 // LOC_Os02g50970 // LOC_Os03g52660 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0006793	P	phosphorus metabolic process	17	199	1795	24075	0.32	1	// LOC_Os01g43100 // LOC_Os02g50970 // LOC_Os03g52660 // LOC_Os03g17700 // LOC_Os11g13860 // LOC_Os04g56110 // LOC_Os03g06410 // LOC_Os02g06930 // LOC_Os02g57160 // LOC_Os03g49620 // LOC_Os03g25400 // LOC_Os08g37800 // LOC_Os11g25860 // LOC_Os01g57560 // LOC_Os04g41160 // LOC_Os08g01270 // LOC_Os03g56160 
GO:0060089	F	molecular transducer activity	12	199	152	24075	1.2e-08	1.2e-06	// LOC_Os12g04500 // LOC_Os07g49460 // LOC_Os03g17700 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os03g25400 // LOC_Os12g02530 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os02g35180 // LOC_Os04g57720 // LOC_Os11g02610 
GO:0004871	F	signal transducer activity	12	199	152	24075	1.2e-08	1.2e-06	// LOC_Os12g04500 // LOC_Os07g49460 // LOC_Os03g17700 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os03g25400 // LOC_Os12g02530 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os02g35180 // LOC_Os04g57720 // LOC_Os11g02610 
GO:0000156	F	two-component response regulator activity	7	199	43	24075	1.7e-07	1.1e-05	// LOC_Os12g04500 // LOC_Os07g49460 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os02g40510 // LOC_Os02g35180 // LOC_Os04g57720 
